Condition	USMLE Classic Presentation	Pathophysiology	Epidemiology	Salient Signs & Symptoms	Time Course	Differential	Diagnostics	Treatment	Never Miss	More Info																
Morton Neuroma	Middle-aged woman with burning pain between metatarsal heads radiating to toes; pain worse with tight shoes or high heels; "interdigital neuroma"; third webspace most common	Epineural and perineural fibrosis with decreased myelination of interdigital nerve; not a true neuroma or tumor; third digital nerve most commonly affected (87 percent); etiology unclear	Second most common compressive neuropathy after carpal tunnel syndrome; peak incidence 45 to 54 years; female to male ratio greater than 4 to 1; bilateral in 21 percent	Burning pain between metatarsal heads; pain radiating to adjacent toes; numbness or electrical sensations in toes; pain worse with walking and tight shoes; positive thumb-index finger squeeze test; positive Mulder sign; positive Tinel sign	Insidious onset over weeks to months; progressive with continued aggravating activities	Metatarsalgia, stress fracture, metatarsophalangeal joint synovitis, Freiberg disease, tarsal tunnel syndrome	Clinical diagnosis based on history and physical examination (97.5 percent histologically confirmed); ultrasound (91 percent sensitivity, 85 percent specificity) or magnetic resonance imaging (90 percent sensitivity, 100 percent specificity) if diagnosis uncertain	Wide toe-box shoes with cushioning; metatarsal or neuroma pads; custom orthotics; corticosteroid injection for short-term relief; surgical excision for refractory cases	N	https://www.uptodate.com/contents/morton-neuroma																
Multiple Myeloma (bone manifestations)	Elderly patient with bone pain, anemia, hypercalcemia, renal insufficiency, and punched-out lytic lesions on skull radiograph	Clonal plasma cell proliferation in bone marrow causing uncoupling of bone remodeling with increased osteoclast activity and decreased osteoblast activity via RANKL, DKK1, and other factors	Median age 65 to 70 years; more common in males and African Americans; accounts for 10 percent of hematologic malignancies	Bone pain especially back and ribs, pathologic fractures, hypercalcemia, anemia, renal insufficiency, recurrent infections; 80 percent have lytic bone lesions at diagnosis	Progressive disease with median survival 2 to 3 years for stage IV disease; bone disease present in 70 percent at diagnosis	Metastatic bone disease, osteoporosis with fractures, hyperparathyroidism, Paget disease, lymphoma	Bone marrow biopsy with 10 percent or greater clonal plasma cells; serum and urine protein electrophoresis with monoclonal protein; serum free light chains; whole-body PET-CT or low-dose CT preferred over skeletal survey; CRAB criteria or myeloma-defining biomarkers	Systemic antimyeloma therapy; bisphosphonates or denosumab for all patients receiving therapy; radiation therapy for pain or impending fracture; orthopedic consultation for fractures or spinal cord compression; vertebroplasty or kyphoplasty for vertebral compression fractures	Y	https://www.nccn.org/guidelines/guidelines-detail?category=1=1445																
Myasthenia Gravis	Ptosis and diplopia that worsen with sustained activity; "ice pack test" improves ptosis	Autoantibodies against acetylcholine receptor, muscle-specific kinase, or other postsynaptic proteins impair neuromuscular transmission	Affects all ages; female predominance in early onset (less than 50 years); associated with thymic abnormalities	Fluctuating muscle weakness worsening with activity; ocular symptoms (ptosis, diplopia); bulbar weakness (dysphagia, dysarthria); respiratory muscle involvement in crisis	Chronic progressive with fluctuations; myasthenic crisis can develop acutely	Lambert-Eaton myasthenic syndrome, botulism, oculopharyngeal muscular dystrophy, mitochondrial myopathy, brainstem lesions	Acetylcholine receptor or muscle-specific kinase antibodies; repetitive nerve stimulation showing decremental response; single-fiber electromyography; edrophonium test; chest imaging for thymoma	Acetylcholinesterase inhibitors (pyridostigmine); immunosuppression (azathioprine, corticosteroids); thymectomy in selected cases; intravenous immunoglobulin or plasma exchange for exacerbations; eculizumab for refractory cases	N	https://www.uptodate.com/contents/myasthenia-gravis																
Myelomeningocele	Newborn with visible open spinal defect, typically thoracolumbar; associated with Chiari II malformation and hydrocephalus	Failure of posterior neuropore closure during neurulation resulting in exposed neural placode	Approximately 1 in 3,000 live births in United States; preventable with maternal folic acid supplementation	Open spinal lesion with exposed neural tissue; motor and sensory deficits below lesion level; bladder and bowel dysfunction; lower extremity paralysis; hydrocephalus; Chiari II malformation	Congenital defect present at birth; complications develop over time	Other neural tube defects (meningocele, lipomyelomeningocele), sacrococcygeal teratoma	Prenatal ultrasound and elevated maternal serum alpha-fetoprotein; prenatal magnetic resonance imaging; postnatal physical examination and imaging	Early surgical closure within 24 to 48 hours after birth; fetal surgery increasingly performed; ventriculoperitoneal shunt for hydrocephalus; multidisciplinary management of neurologic, orthopedic, and urologic complications	Y	https://www.uptodate.com/contents/myelomeningocele-meningomyelocele																
Myonecrosis (Gas Gangrene)	Severe pain out of proportion to examination; crepitus; bronze or purplish skin discoloration; "dishwater" exudate; rapid progression	Clostridium perfringens or other Clostridium species produce toxins (alpha, theta) causing muscle necrosis, hemolysis, and vascular thrombosis in anaerobic conditions	Approximately 1,000 cases per year in United States; higher in developing countries; traumatic form follows deep tissue injury; spontaneous form in immunocompromised or malignancy patients	Severe pain at injury site; tense, tender tissue; skin color progression from pale to bronze to purplish-red; bullae with reddish-blue fluid; crepitus; systemic toxicity with tachycardia, fever, shock	Rapid progression within 24 hours of injury or onset	Necrotizing fasciitis, anaerobic cellulitis, pyomyositis, compartment syndrome	Clinical diagnosis; imaging shows gas in tissue; Gram stain reveals large gram-positive rods; tissue culture; surgical exploration	Urgent surgical debridement; broad-spectrum antibiotics (vancomycin plus piperacillin-tazobactam or carbapenem); definitive therapy with penicillin plus clindamycin; aggressive fluid resuscitation; hyperbaric oxygen not recommended as delays surgery	Y	https://www.uptodate.com/contents/gas-gangrene-and-other-clostridial-infections																
Myxoid Liposarcoma	Young to middle-aged adult with painless, slowly enlarging soft tissue mass in extremity (especially thigh)	Chromosomal translocation t(12;16) producing FUS-DDIT3 fusion protein or less commonly t(12;22) producing EWSR1-DDIT3 fusion; blocks lipogenic differentiation	Second most common liposarcoma subtype; predilection for extremities; metastasizes to soft tissues and bone rather than lung	Painless soft tissue mass; local recurrence in 10 to 20 percent; distant metastases in 30 to 60 percent; tumors with greater than 5 percent hypercellularity are high risk	Slow growth over months to years; metastases may occur years after initial diagnosis	Other liposarcoma subtypes (well-differentiated, dedifferentiated, pleomorphic), other soft tissue sarcomas, lipoma	Magnetic resonance imaging; biopsy with histology showing myxoid stroma and lipoblasts; molecular testing for FUS-DDIT3 or EWSR1-DDIT3 fusion	Surgical resection with wide margins; radiotherapy (highly radiosensitive); trabectedin for advanced disease; anthracycline-based chemotherapy	N	https://www.uptodate.com/contents/clinical-presentation-histopathology-diagnostic-evaluation-and-staging-of-soft-tissue-sarcoma																
Necrotizing Cellulitis	Rapidly progressive skin infection with pain out of proportion to examination; skin necrosis; systemic toxicity	Bacterial invasion of dermis and subcutaneous tissue with necrotizing component; polymicrobial (mixed aerobic-anaerobic) or monomicrobial (Streptococcus, Staphylococcus aureus)	Occurs after trauma, surgery, or minor skin breaches; risk factors include diabetes, immunosuppression, peripheral vascular disease	Severe pain; erythema; edema; skin necrosis; bullae; crepitus may be present; systemic toxicity with fever, hypotension	Rapid progression over hours to days	Cellulitis without necrosis, necrotizing fasciitis, gas gangrene, pyomyositis	Clinical diagnosis; elevated white blood cell count, low sodium, elevated lactate suggest necrotizing infection; imaging shows gas or fluid collections; surgical exploration definitive	Urgent surgical debridement; broad-spectrum antibiotics covering methicillin-resistant Staphylococcus aureus and anaerobes (vancomycin or linezolid plus piperacillin-tazobactam or carbapenem); aggressive supportive care	Y	https://www.uptodate.com/contents/necrotizing-soft-tissue-infections																
Necrotizing Fasciitis	Rapidly progressive soft tissue infection with pain out of proportion to exam findings; skin necrosis, crepitus, systemic toxicity; "pain worse than exam suggests"; surgical emergency	Bacterial invasion of fascia and subcutaneous tissue; polymicrobial (type 1: mixed aerobic and anaerobic) or monomicrobial (type 2: group A Streptococcus, Staphylococcus aureus); bacterial toxins and enzymes cause tissue necrosis; thrombosis of vessels leads to ischemia and gangrene; systemic inflammatory response	Incidence 0.4-15.5 per 100,000; affects extremities (57-73%), perineum (13-40% Fournier gangrene), trunk (13-26%); risk factors: diabetes (22-59%), obesity, immunosuppression, intravenous drug use, peripheral arterial disease	Pain out of proportion to physical findings; rapidly progressive erythema, edema, warmth; skin changes: dusky, violaceous, bullae, necrosis; crepitus (gas in tissues); systemic toxicity: fever, tachycardia, hypotension, altered mental status; Laboratory Risk Indicator for Necrotizing Fasciitis score greater than or equal to 6 suggests necrotizing fasciitis	Rapid progression over hours to days; early phase may resemble cellulitis; skin necrosis develops within 24-72 hours; high mortality (20-40%) without prompt treatment; septic shock can develop within hours	Cellulitis, erythema, abscess, pyomyositis, gas gangrene, deep vein thrombosis	Clinical diagnosis; Laboratory Risk Indicator for Necrotizing Fasciitis score: white blood cells, hemoglobin, sodium, creatinine, glucose, C-reactive protein; imaging (computed tomography, magnetic resonance imaging) shows fascial thickening, gas, fluid collections but should not delay surgery; definitive diagnosis: surgical exploration with necrotic fascia; Gram stain and culture of tissue	Immediate surgical debridement (within 6 hours); repeat debridement as needed; broad-spectrum antibiotics: vancomycin plus piperacillin-tazobactam or carbapenem; add clindamycin for toxin suppression; intravenous immunoglobulin for streptococcal toxic shock; intensive care support; hyperbaric oxygen as adjunct	Y	https://www.ncbi.nlm.nih.gov/books/NBK430756/																
Nursemaid's Elbow (Radial Head Subluxation)	Child under 5 years with sudden onset of elbow pain and refusal to use arm after being pulled or lifted by the hand or wrist; arm held in pronation with elbow slightly flexed; most common upper extremity injury in children under 5 years	Annular ligament displacement and interposition between radial head and capitellum; occurs when longitudinal traction applied to extended, pronated arm; beveled peripheral rim of radial head epiphysis and relationship with posterior synovial fringe contribute to mechanism	Most common upper extremity injury in children under 5 years; peak incidence 1 to 3 years; slight female predominance; recurrence rate approximately 25 percent	Sudden onset of elbow pain; refusal to use affected arm; arm held in pronation with elbow slightly flexed; no visible deformity or swelling; tenderness over radial head; child resists supination; "partial eclipse sign" on ultrasound before reduction	Acute onset; immediate relief after successful reduction	Fracture (radial head, radial neck, supracondylar humerus), elbow dislocation, soft tissue injury, osteomyelitis, septic arthritis	Clinical diagnosis; radiographs only if fracture suspected or reduction unsuccessful; ultrasound shows "partial eclipse sign" (posterior synovial fringe interposed between radial head and capitellum) before reduction, disappears after reduction	Closed reduction by supination-flexion or hyperpronation technique (hyperpronation more successful and less painful); palpable click with successful reduction; immediate return to normal arm use; no immobilization needed; parent education to prevent recurrence	N	https://www.uptodate.com/contents/radial-head-subluxation-nursemaids-elbow																
Olecranon Bursitis	Swollen elbow with fluctuant mass over olecranon; history of repetitive trauma or pressure ("student's elbow")	Inflammation of olecranon bursa from microtrauma, direct trauma, infection, or crystal deposition; septic cases most commonly from Staphylococcus aureus	Annual incidence approximately 10 per 100,000; predominantly affects males aged 40 to 60 years; approximately one-third septic, two-thirds nonseptic	Swelling over posterior elbow; tenderness; warmth; erythema in septic cases; fever more common in septic bursitis; limited range of motion uncommon	Acute onset over days to weeks; chronic cases develop over months	Septic arthritis, cellulitis, gout, rheumatoid nodule, fracture	Clinical examination; bursal aspiration with fluid analysis (cell count, glucose, Gram stain, culture); white blood cell count greater than 3,000 cells per microliter and polymorphonuclear cells greater than 50 percent suggest septic bursitis	Nonseptic: aspiration, nonsteroidal anti-inflammatory drugs, rest, ice, compression, elevation; consider intrabursal corticosteroid injection for refractory cases; Septic: aspiration, antibiotics covering Staphylococcus aureus; surgical drainage or bursectomy for severe or refractory cases	N	https://www.uptodate.com/contents/olecranon-bursitis																
Osgood-Schlatter Disease	Adolescent athlete with anterior knee pain and swelling over tibial tuberosity; pain worse with jumping, running, kneeling; "traction apophysitis"	Traction apophysitis of tibial tubercle from repetitive strain on secondary ossification center; microtrauma from quadriceps contraction transmitted through patellar tendon causes inflammation and fragmentation of tibial tuberosity	Most common cause of anterior knee pain in adolescents; peak incidence boys 12 to 15 years, girls 8 to 12 years; no sex difference with increased female sports participation; risk factors include body weight, muscle tightness, hamstring inflexibility	Anterior knee pain; swelling and tenderness over tibial tuberosity; pain with jumping, running, kneeling; exacerbated by sports activities; prominent tibial tubercle	Insidious onset over weeks to months; self-limiting; resolves with physeal closure; symptoms may persist into adulthood in 10 percent	Patellar tendinopathy, prepatellar bursitis, Sinding-Larsen-Johansson syndrome, tibial stress fracture, osteomyelitis, bone tumor	Clinical diagnosis; plain radiographs show irregularity and fragmentation of tibial tuberosity apophysis; imaging not required for diagnosis	Activity modification; rest from aggravating activities; ice; nonsteroidal anti-inflammatory drugs; quadriceps and hamstring stretching; knee pads for kneeling; over 90 percent respond to conservative treatment; surgical excision of ossicle for persistent symptoms after physeal closure	N	https://www.uptodate.com/contents/osgood-schlatter-disease-and-tibial-tuberosity-apophysitis																
Osteoarthritis (Degenerative Joint Disease)	Older adult with joint pain worse with activity and better with rest; morning stiffness lasting less than 30 minutes; bony enlargement (Heberden and Bouchard nodes in hands)	Cartilage breakdown with subchondral bone changes, osteophyte formation, synovial inflammation, and alterations in ligaments, muscles, and periarticular fat	Most common joint disease; affects over 32 million adults in United States; prevalence 23 percent in adults over 40 years; 33 percent of those over 75 years have symptomatic knee osteoarthritis; female predominance	Joint pain worsening with activity; stiffness after inactivity; crepitus; bony enlargement; limited range of motion; commonly affects hands, knees, hips, spine	Chronic progressive over years; symptoms fluctuate	Rheumatoid arthritis, gout, pseudogout, septic arthritis, avascular necrosis	Clinical diagnosis; radiographs show joint space narrowing, osteophytes, subchondral sclerosis, subchondral cysts	Exercise, weight loss, education; topical or oral nonsteroidal anti-inflammatory drugs; intra-articular corticosteroid injections; duloxetine; total joint replacement for advanced disease	N	https://www.uptodate.com/contents/osteoarthritis																
Osteochondroma	Child or adolescent with painless, slow-growing bony mass near growth plate; "points away from joint"; most common benign bone tumor	Cartilage-capped bony projection from bone surface; 85 percent solitary; 15 percent multiple (hereditary multiple exostoses); caused by mutations in EXT1 or EXT2 genes affecting heparan sulfate proteoglycan biosynthesis	Most common benign bone tumor; 20 to 50 percent of all benign bone tumors; typically presents in children and adolescents; male predominance	Painless mass; complications include fracture, vascular or nerve compression, bursa formation, bony deformity, mechanical joint problems	Slow growth during skeletal development; stops growing at skeletal maturity	Osteosarcoma, chondrosarcoma, parosteal osteosarcoma, myositis ossificans	Radiographs show bony projection continuous with parent bone cortex and medullary canal; cartilage cap visible on magnetic resonance imaging or computed tomography; cap thickness greater than 2 centimeters in adults or 3 centimeters in children suggests malignant transformation	Observation for asymptomatic lesions; surgical excision for symptomatic lesions, complications, cosmetic concerns, or malignant transformation	N	https://www.uptodate.com/contents/osteochondroma																
Osteogenesis Imperfecta	Child with multiple fractures from minimal trauma; blue sclerae; family history may be absent due to de novo mutations	Genetic disorder affecting type I collagen; 80 to 85 percent autosomal dominant (COL1A1, COL1A2 mutations); 15 to 20 percent autosomal recessive; defective collagen leads to bone fragility	Rare; variable severity from perinatal lethal to mild forms; many cases from de novo mutations	Fractures from minimal trauma; bone deformities; blue sclerae; dentinogenesis imperfecta; hearing loss; short stature; macrocephaly; Wormian bones on skull radiographs; hyperextensible joints	Lifelong; fracture frequency may decrease after puberty	Child abuse, rickets, hypophosphatasia, other metabolic bone diseases	Clinical and radiographic findings; genetic testing for COL1A1, COL1A2, and other causative genes; bone density measurement; bone biopsy rarely needed	Bisphosphonates; multidisciplinary care including orthopedics, physical therapy, genetics; fracture management; surgical correction of deformities	Y	https://www.uptodate.com/contents/osteogenesis-imperfecta																
Osteoid Osteoma	Young male with nocturnal bone pain relieved by aspirin or nonsteroidal anti-inflammatory drugs; third most common benign bone tumor	Benign osteoblastic lesion with central nidus (less than 1 centimeter) surrounded by reactive sclerosis; high prostaglandin production causes pain	Affects young males predominantly; typically ages 5 to 25 years; commonly in long bone cortex (femur, tibia)	Nocturnal pain relieved by salicylates or nonsteroidal anti-inflammatory drugs; localized tenderness; painful scoliosis if spinal; limping if lower extremity	Chronic; may regress spontaneously over 2 to 6 years	Osteoblastoma, Brodie abscess, stress fracture, bone infection, bone malignancy	Radiographs show radiolucent nidus with surrounding sclerosis; computed tomography best for visualization; bone scan or positron emission tomography with fluoride shows intense uptake	Nonsteroidal anti-inflammatory drugs for symptom control; radiofrequency ablation or surgical excision for refractory pain or intolerance to prolonged medical therapy	N	https://www.uptodate.com/contents/osteoid-osteoma																
Osteoma	Asymptomatic bony hard mass in craniofacial region (frontal or ethmoid sinus, mandible); slow-growing; incidental finding on imaging	Benign proliferation of compact or cancellous bone; etiology unclear (possibly traumatic, infectious, or neoplastic origin)	Almost exclusive to craniofacial area; affects young adults; equal sex distribution; multiple osteomas suggest Gardner syndrome	Usually asymptomatic; facial asymmetry; functional impairment if large (sinusitis, headache, diplopia, malocclusion, temporomandibular dysfunction)	Very slow continuous growth over years; grows even in adulthood	Fibrous dysplasia, ossifying fibroma, osteoblastoma, osteosarcoma	Radiographs or computed tomography show well-defined radiopaque lesion with density similar to cortical bone; cone beam computed tomography optimal for surgical planning	Observation for asymptomatic lesions; surgical excision for symptomatic lesions causing functional or aesthetic problems	N	https://www.uptodate.com/contents/osteoma																
Osteomalacia	Adult with bone pain, proximal muscle weakness, waddling gait; "Looser zones" or pseudofractures on radiographs	Defective bone mineralization due to vitamin D deficiency, phosphate deficiency, or impaired vitamin D metabolism; unmineralized osteoid accumulates	Increased prevalence in elderly, institutionalized, or homebound individuals; higher in regions with limited sunlight; nutritional deficiency most common cause	Diffuse bone pain; proximal muscle weakness; waddling gait; bone tenderness; pathologic fractures; hypocalcemia may cause tetany or seizures	Chronic progressive over months to years	Osteoporosis, fibromyalgia, polymyalgia rheumatica, primary hyperparathyroidism, Paget disease, metastatic bone disease	Elevated alkaline phosphatase; low or normal calcium; low phosphate; low 25-hydroxyvitamin D; elevated parathyroid hormone in vitamin D deficiency; radiographs show Looser zones; bone biopsy shows increased osteoid	Vitamin D and calcium supplementation for nutritional deficiency; phosphate replacement for hypophosphatemic forms; treat underlying cause; avoid bisphosphonates as they worsen mineralization defects	N	https://www.uptodate.com/contents/clinical-manifestations-diagnosis-and-treatment-of-osteomalacia																
Osteomyelitis	Fever, localized bone pain, and erythema over affected area; history of trauma, surgery, or diabetic foot ulcer with exposed bone	Bacterial infection of bone; hematogenous spread in children and vertebrae in adults; contiguous spread from trauma, surgery, or diabetic foot infections; Staphylococcus aureus most common pathogen	Annual incidence approximately 10 per 100,000; affects all ages; higher in diabetics, immunocompromised, injection drug users, and those with orthopedic hardware	Fever; localized bone pain and tenderness; erythema; swelling; decreased range of motion; draining sinus tract; exposed bone in diabetic foot infections	Acute onset over days to weeks; chronic form develops over months	Cellulitis, septic arthritis, gout, Charcot arthropathy, fracture, malignancy, bursitis	Bone biopsy with culture (gold standard); elevated erythrocyte sedimentation rate and C-reactive protein; blood cultures; magnetic resonance imaging preferred imaging; plain radiographs initially but 50 to 75 percent bone destruction needed to see changes	Prolonged antibiotics (4 to 6 weeks minimum); empiric coverage for Staphylococcus aureus; surgical debridement for chronic, hardware-associated, or refractory cases; parenteral followed by oral antibiotics as effective as long-term parenteral	Y	https://www.uptodate.com/contents/osteomyelitis																
Osteopenia	Asymptomatic; incidental finding on dual-energy x-ray absorptiometry screening; T-score between negative 1.0 and negative 2.49	Decreased bone mineral density without meeting criteria for osteoporosis; represents intermediate stage between normal bone density and osteoporosis	Extremely common with advancing age; affects millions of adults; prevalence increases with age, particularly postmenopausal women	Usually asymptomatic; no specific signs or symptoms; increased fracture risk compared to normal bone density but lower than osteoporosis	Chronic progressive; may progress to osteoporosis or stabilize with intervention	Osteoporosis, osteomalacia, secondary causes of bone loss	Dual-energy x-ray absorptiometry showing T-score between negative 1.0 and negative 2.49 at femoral neck or lumbar spine; Fracture Risk Assessment Tool to estimate 10-year fracture probability	Lifestyle modifications (weight-bearing exercise, adequate calcium and vitamin D, smoking cessation, limit alcohol); pharmacologic treatment if Fracture Risk Assessment Tool shows major osteoporotic fracture risk 20 percent or greater or hip fracture risk 3 percent or greater	N	https://www.uptodate.com/contents/overview-of-the-management-of-low-bone-mass-and-osteoporosis-in-postmenopausal-women																
Osteoporosis	Postmenopausal woman or older man with low-trauma fracture (hip, spine, wrist); T-score negative 2.5 or less on dual-energy x-ray absorptiometry; height loss and kyphosis suggest vertebral fractures	Decreased bone mineral density and microarchitectural deterioration; imbalance between bone resorption and formation; accelerated bone loss after menopause due to estrogen deficiency	Affects over 10 million adults in United States; 33 percent of women over 75 years have symptomatic knee osteoarthritis; female predominance; prevalence increases with age	Often asymptomatic until fracture occurs; low-trauma fractures of hip, spine, wrist, humerus, pelvis; vertebral compression fractures may be asymptomatic; height loss; kyphosis; back pain	Chronic progressive over years; accelerated bone loss for decade following menopause	Osteomalacia, primary hyperparathyroidism, multiple myeloma, metastatic bone disease, chronic kidney disease mineral and bone disorder	Dual-energy x-ray absorptiometry showing T-score negative 2.5 or less; fragility fracture diagnostic regardless of T-score; vertebral imaging for height loss or kyphosis; laboratory evaluation to exclude secondary causes	Bisphosphonates (alendronate, risedronate, zoledronic acid); denosumab; anabolic agents (teriparatide, abaloparatide, romosozumab) for high-risk patients; calcium and vitamin D supplementation; fall prevention	Y	https://www.uptodate.com/contents/overview-of-the-management-of-low-bone-mass-and-osteoporosis-in-postmenopausal-women																
Osteosarcoma	Adolescent or young adult with painful, enlarging mass near knee (distal femur or proximal tibia); "sunburst" or "Codman triangle" on radiograph; most common primary malignant bone tumor	Malignant tumor producing osteoid; bimodal age distribution (adolescents and elderly with Paget disease); associated with retinoblastoma, Li-Fraumeni syndrome, prior radiation	Peak incidence in second decade; approximately 1,000 cases per year in United States; slight male predominance; 50 percent occur around knee	Pain and swelling near affected bone; palpable mass; pathologic fracture; systemic symptoms uncommon initially; pulmonary metastases in 20 percent at presentation	Progressive over weeks to months	Ewing sarcoma, chondrosarcoma, osteomyelitis, bone cyst, fibrous dysplasia, osteochondroma	Radiographs show mixed lytic and sclerotic lesion with periosteal reaction; magnetic resonance imaging for local staging; computed tomography chest for metastases; biopsy for histologic confirmation; elevated alkaline phosphatase	Neoadjuvant chemotherapy followed by limb-salvage surgery or amputation; adjuvant chemotherapy; 5-year survival 60 to 70 percent for localized disease, 20 percent with metastases	Y	https://www.uptodate.com/contents/clinical-presentation-histopathology-diagnostic-evaluation-and-staging-of-bone-tumors																
Paget Disease of Bone	Elderly patient with elevated alkaline phosphatase; bone pain; enlarged skull with hearing loss; bowing of long bones; "cotton wool" skull on radiograph	Disorganized bone remodeling with excessive osteoclastic resorption followed by chaotic osteoblastic formation; likely paramyxoviral infection in genetically susceptible individuals	Prevalence 1 to 2 percent in adults over 55 years; 3 to 4 percent over 80 years; more common in Northern Europe; male predominance; decreasing incidence	Often asymptomatic; bone pain; bowing deformities; enlarged skull; hearing loss; pathologic fractures; high-output heart failure if extensive disease; increased warmth over affected bone	Chronic progressive; may remain stable or slowly progress over years	Osteomalacia, fibrous dysplasia, metastatic bone disease, primary hyperparathyroidism, osteosarcoma (rare complication)	Elevated alkaline phosphatase (correlates with disease activity); normal calcium and phosphate; radiographs show cortical thickening, coarsened trabeculae, bone expansion; bone scan most sensitive for extent	Bisphosphonates (zoledronic acid preferred, also pamidronate, alendronate, risedronate); calcitonin for bisphosphonate intolerance; ensure adequate calcium and vitamin D before treatment; treat symptomatic patients or those at risk for complications	N	https://www.uptodate.com/contents/clinical-manifestations-and-diagnosis-of-pagets-disease-of-bone																
Patellofemoral Pain Syndrome	Physically active young adult with anterior knee pain around or behind patella; pain worse with squatting, stairs, prolonged sitting; "theater sign" (pain after prolonged sitting)	Multifactorial etiology including abnormal patellar tracking, increased patellofemoral joint stress, muscle imbalances (weak hip abductors and external rotators, weak vastus medialis obliquus), altered biomechanics	Lifetime prevalence approximately 25 percent; affects physically active individuals under 40 years; female predominance; most common cause of knee pain in adolescents and young adults	Anterior knee pain poorly localized around or behind patella; pain with squatting, stairs, kneeling, prolonged sitting; crepitus; pain with patellar compression; positive patellar apprehension test; no effusion; pain during squat 91 percent sensitive, 50 percent specific	Insidious onset over weeks to months; chronic course with fluctuations	Meniscal tear, patellar tendinopathy, plica syndrome, osteoarthritis, referred pain from hip, iliotibial band syndrome	Clinical diagnosis; radiographs not routinely needed; consider imaging for atypical presentations or refractory cases to exclude other pathology	Hip and knee strengthening exercises (quadriceps, hip abductors, external rotators); foot orthoses; patellar taping; activity modification; nonsteroidal anti-inflammatory drugs; no indication for surgery	N	https://www.uptodate.com/contents/patellofemoral-pain																
Peroneal Neuropathy (Common Fibular Neuropathy)	Foot drop with inability to dorsiflex ankle; history of leg crossing, recent weight loss, or fibular head trauma; "steppage gait"	Compression, stretch, or trauma to common peroneal nerve at fibular head; Staphylococcus aureus most common in septic cases; deep peroneal branch more affected than superficial	Most common lower extremity mononeuropathy; predominantly affects males aged 40 to 60 years; associated with leg crossing, prolonged squatting, weight loss, diabetes	Foot drop; weakness of ankle dorsiflexion and toe extension; weakness of foot eversion; sensory loss over dorsum of foot and lateral leg; preserved ankle inversion; steppage gait	Acute onset over days to weeks; may improve spontaneously over weeks to months	Lumbar radiculopathy (L5), sciatic neuropathy, anterior compartment syndrome, motor neuron disease, Charcot-Marie-Tooth disease	Clinical examination; electrodiagnostic studies (nerve conduction studies and electromyography) showing slowing or conduction block at fibular head; imaging if mass suspected	Remove compressive sources; ankle-foot orthosis for foot drop; physical therapy; surgical decompression for structural lesions or no recovery after 6 weeks; most recover spontaneously within 3 months	N	https://www.uptodate.com/contents/peroneal-fibular-neuropathy																
Plantar Fasciitis	Middle-aged adult with heel pain worse with first steps in morning or after prolonged rest; pain improves with activity then worsens; tenderness at medial calcaneal tubercle	Degenerative process of plantar fascia at calcaneal origin; repetitive microtrauma causes collagen degeneration; not primarily inflammatory; risk factors include obesity, pes planus, pes cavus, prolonged standing, running	Most common cause of heel pain; affects 10 percent of population during lifetime; peak incidence 40 to 60 years; slight female predominance; bilateral in 30 percent	Heel pain worse with first steps in morning or after rest; pain at medial calcaneal tubercle; pain improves with initial activity then worsens; tenderness on palpation of plantar fascia origin; pain with passive dorsiflexion of toes	Insidious onset over weeks to months; self-limited in most cases; resolves within 12 months in 80 percent	Calcaneal stress fracture, tarsal tunnel syndrome, fat pad atrophy, Sever disease in children, plantar fascia rupture, nerve entrapment	Clinical diagnosis; imaging not routinely needed; radiographs may show calcaneal spur (present in 50 percent but not diagnostic); ultrasound or magnetic resonance imaging if diagnosis uncertain showing thickened plantar fascia (greater than 4 millimeters)	Stretching exercises (plantar fascia and Achilles tendon); nonsteroidal anti-inflammatory drugs; arch supports or orthotics; night splints; activity modification; extracorporeal shockwave therapy for refractory cases; corticosteroid injection (use cautiously due to rupture risk); platelet-rich plasma; surgery rarely needed	N	https://www.uptodate.com/contents/plantar-fasciitis																
