Condition	USMLE Classic Presentation	Pathophysiology	Epidemiology	Salient Signs & Symptoms	Time Course	Differential	Diagnostics	Treatment	Never Miss	More Info																
Toxoplasmosis	Immunocompromised patient with multiple ring-enhancing brain lesions; pregnant woman with cat exposure; mononucleosis-like syndrome in immunocompetent host	Infection with intracellular parasite Toxoplasma gondii acquired by consuming undercooked meat with cysts, contact with cat feces containing oocysts, or congenital transmission; tachyzoites invade cells and form tissue cysts that remain dormant; reactivation occurs in immunocompromised patients	Approximately 11% seroprevalence in United States; 15-40% positive IgG from prior exposure; most common in immunocompromised patients with CD4 count less than 50 cells per microliter; congenital transmission risk 20-50% without treatment	Immunocompetent: usually asymptomatic or cervical lymphadenopathy, fever, malaise, myalgias; Immunocompromised: focal encephalitis with headache, focal neurologic deficits, seizures, altered mental status; Congenital: chorioretinitis, hearing loss, neurodevelopmental delay, seizures, hepatosplenomegaly	Incubation 5-23 days; subacute onset over days to weeks in encephalitis; congenital sequelae develop over months to years	Primary central nervous system lymphoma, brain abscess, progressive multifocal leukoencephalopathy, metastases, tuberculoma	Serology for IgM and IgG with IgG avidity testing to distinguish acute from chronic infection; brain imaging showing multiple ring-enhancing lesions with predilection for basal ganglia; polymerase chain reaction on cerebrospinal fluid or tissue; direct visualization of tachyzoites or cysts in tissue	Immunocompromised: pyrimethamine plus sulfadiazine plus leucovorin for at least 6 weeks; Pregnant: spiramycin before fetal infection confirmed, then pyrimethamine plus sulfadiazine plus leucovorin if fetal infection documented; Immunocompetent: supportive care unless severe symptoms	Y	https://www.uptodate.com/contents/toxoplasmosis-in-patients-with-hiv																
Transient Ischemic Attack	Sudden onset focal neurologic deficit lasting minutes with complete resolution; older patient with vascular risk factors	Temporary focal cerebral ischemia without tissue infarction; caused by thromboembolism, atherosclerosis, or other vascular mechanisms with spontaneous reperfusion	At least 240,000 cases annually in United States; 90-day stroke risk up to 17.8% with half occurring within 48 hours	Unilateral weakness, sensory deficit, aphasia, dysarthria, visual field defect, or monocular blindness; symptoms typically last less than 1 hour; abrupt onset	Symptoms resolve completely within 24 hours by traditional definition; tissue-based definition requires no infarction on diffusion-weighted imaging regardless of duration	Ischemic stroke with infarction, seizure, migraine with aura, hypoglycemia, peripheral vertigo, syncope	Magnetic resonance imaging with diffusion-weighted imaging to exclude infarction; vascular imaging of carotid and intracranial vessels; electrocardiogram and cardiac monitoring; risk stratification with ABCD2 score	Dual antiplatelet therapy for 21 days if high risk; single antiplatelet long-term; statin therapy; blood pressure control; carotid revascularization if severe stenosis; address cardioembolic sources	Y	https://www.uptodate.com/contents/clinical-diagnosis-of-transient-ischemic-attack																
Treacher Collins Syndrome	Newborn with "bird-like facies," downward slanting eyes, and absent cheekbones	Abnormal differentiation of first and second pharyngeal arches during fetal development; mutations in TCOF1, POLR1D, POLR1C, or POLR1B genes affecting ribosomal biogenesis	1 in 50,000 live births; autosomal dominant inheritance with variable penetrance and incomplete penetrance possible	Malar and mandibular hypoplasia, micrognathia, downward slanting palpebral fissures, eyelid coloboma of lower lids, microtia with conductive hearing loss, cleft palate (occasional), choanal atresia or stenosis (rare)	Congenital; features present at birth with normal intelligence typically preserved	Pierre Robin Sequence, Nager syndrome, Goldenhar syndrome, hemifacial microsomia	Clinical diagnosis confirmed by genetic testing for TCOF1, POLR1D, POLR1C, POLR1B mutations; imaging for airway and skeletal assessment	Multidisciplinary management including airway support if needed, hearing aids or bone-anchored hearing devices, reconstructive craniofacial surgery, speech therapy	Y	https://www.ncbi.nlm.nih.gov/books/NBK1532/																
Vasogenic Edema	Extracellular fluid accumulation with finger-like projections into white matter; seen with brain tumors, abscesses, or hypertensive crisis	Blood-brain barrier breakdown allows protein-rich fluid extravasation into extracellular space; mediated by vascular endothelial growth factor in tumors; tight junction opening or immature vessel sprouting	Common with brain tumors, infections, trauma, posterior reversible encephalopathy syndrome, and hypertensive encephalopathy	Headache, altered mental status, focal neurologic deficits, seizures; symptoms depend on location and extent of edema	Develops over hours to days; chronic in brain tumors	Cytotoxic edema, tumor progression, hemorrhage, infection	Magnetic resonance imaging shows T2 and fluid-attenuated inversion recovery hyperintensity predominantly in white matter; contrast enhancement indicates blood-brain barrier disruption; computed tomography shows hypodensity	Corticosteroids such as dexamethasone for tumor-related edema; treat underlying cause; osmotic therapy if needed; surgical decompression for mass effect	N	https://www.uptodate.com/contents/cerebral-edema																
Wallenberg Syndrome	Lateral medullary stroke with crossed sensory loss, ipsilateral Horner syndrome, ataxia, dysphagia, and vertigo; "Don't pick a PICA (posterior inferior cerebellar artery), a bad SIde"	Ischemic infarction of lateral medulla due to posterior inferior cerebellar artery or vertebral artery occlusion; affects spinothalamic tract, nucleus ambiguus, vestibular nuclei, sympathetic fibers, inferior cerebellar peduncle, and spinal trigeminal nucleus	Most common brainstem stroke syndrome; typically affects middle-aged to older adults; vertebral artery dissection is common cause in younger patients	Ipsilateral: facial pain and temperature loss, Horner syndrome (ptosis, miosis, anhidrosis), ataxia, dysmetria; Contralateral: body pain and temperature loss; Bilateral: dysphagia, hoarseness, hiccups, vertigo, nystagmus, nausea and vomiting	Acute onset over minutes to hours; symptoms may evolve over 24 to 48 hours	Peripheral vestibulopathy, cerebellar stroke, multiple sclerosis, other brainstem strokes, vertebral artery dissection	Magnetic resonance imaging with diffusion-weighted imaging shows lateral medullary infarction; magnetic resonance angiography or computed tomography angiography to evaluate vertebral and posterior inferior cerebellar artery; consider vessel wall imaging if dissection suspected	Acute: intravenous thrombolysis if within window and no contraindications, mechanical thrombectomy for large vessel occlusion; Secondary prevention: antiplatelet therapy or anticoagulation depending on etiology; Symptomatic: dysphagia management, vestibular rehabilitation	Y	https://www.nejm.org/doi/full/10.1056/NEJMra2214945																
Watershed Stroke	Bilateral weakness in "man-in-a-barrel" pattern after hypotensive episode or cardiac surgery; comma-shaped lesion on imaging	Ischemia at border zones between major arterial territories due to systemic hypoperfusion; most commonly between anterior cerebral artery and middle cerebral artery or middle cerebral artery and posterior cerebral artery territories	Accounts for approximately 5% of all ischemic strokes; more prevalent after cardiac surgery than in general stroke population	Bilateral proximal arm weakness greater than distal or leg weakness; cognitive impairment; visual field defects; symptoms depend on affected watershed zone	Acute onset; symptoms may develop during or shortly after hypotensive event or cardiac procedure	Other ischemic stroke subtypes, seizure, hypoglycemia, posterior reversible encephalopathy syndrome	Magnetic resonance imaging with diffusion-weighted imaging shows characteristic border zone infarcts; computed tomography less sensitive; evaluate for cardiac dysfunction, carotid stenosis, hypotension	Restore adequate cerebral perfusion; blood pressure optimization; address underlying cause such as cardiac dysfunction or severe carotid stenosis; antiplatelet therapy; risk factor modification	Y	https://www.uptodate.com/contents/overview-of-the-evaluation-of-stroke																
Weber Syndrome	Ipsilateral third nerve palsy with contralateral hemiparesis; "cerebral peduncle stroke, most common midbrain syndrome"	Ventral midbrain lesion affecting oculomotor nerve fascicles and cerebral peduncle (corticospinal and corticobulbar tracts); most commonly due to posterior cerebral artery branch occlusion; also tuberculoma, lymphoma, aneurysm, toxoplasmosis in immunocompromised	Most common midbrain syndrome; typically affects adults with vascular risk factors; tuberculoma more common in endemic areas; toxoplasmosis in acquired immunodeficiency syndrome patients	Ipsilateral: third nerve palsy (ptosis, mydriasis, eye down and out, impaired adduction, elevation, depression); Contralateral: hemiparesis or hemiplegia affecting face, arm, and leg	Acute onset with stroke (minutes to hours); subacute with mass lesions or infections (days to weeks)	Benedikt syndrome (has tremor and ataxia), Claude syndrome (has ataxia), other midbrain strokes, brain tumor, tuberculoma, toxoplasmosis	Magnetic resonance imaging shows ventral midbrain lesion involving cerebral peduncle; magnetic resonance angiography for vascular assessment; contrast enhancement for mass lesions; human immunodeficiency virus testing and toxoplasma serology if immunocompromised; tuberculosis workup if indicated	Acute stroke: thrombolysis or thrombectomy if eligible; secondary prevention; treat underlying cause: antitubercular therapy and steroids for tuberculoma, antiretroviral therapy and pyrimethamine-sulfadiazine for toxoplasmosis; physical therapy	Y	https://www.uptodate.com/contents/overview-of-the-clinical-manifestations-of-posterior-circulation-stroke																
Wernicke-Korsakoff Syndrome	Malnourished alcoholic patient with confusion, ataxia, and ophthalmoplegia (classic triad); chronic phase with severe anterograde amnesia and confabulation	Thiamine deficiency impairs carbohydrate metabolism and causes selective neuronal damage in mammillary bodies, medial thalamus, periaqueductal gray matter, and pons; alcohol inhibits thiamine absorption and conversion to active forms	Autopsy prevalence 0.4 to 2.8 percent; 80 percent of untreated Wernicke encephalopathy progresses to Korsakoff syndrome; only 16 percent present with complete classic triad; underdiagnosed with only 20 percent recognized clinically	Wernicke encephalopathy: altered mental status (confusion, lethargy, delirium), ocular dysfunction (nystagmus, ophthalmoplegia, restricted eye movements), gait ataxia, hypothermia, hypotension; may include vomiting, weight loss, urinary retention, infections; Korsakoff syndrome: severe anterograde and retrograde amnesia, confabulation, apathy, preserved alertness and working memory	Wernicke encephalopathy: acute onset over days to weeks; symptoms improve within hours to days with thiamine; Korsakoff syndrome: chronic, often permanent sequelae following untreated or inadequately treated Wernicke encephalopathy	Alcohol withdrawal delirium, hepatic encephalopathy, hypoglycemia, stroke, meningitis or encephalitis, other causes of delirium, other nutritional deficiencies, intracranial hemorrhage	Clinical diagnosis using Caine criteria (two of four: dietary deficiency, oculomotor abnormalities, cerebellar dysfunction, altered mental state); magnetic resonance imaging shows symmetric T2 or FLAIR hyperintensities in mammillary bodies, thalamus, periaqueductal gray; whole blood or erythrocyte thiamine levels (not plasma); response to thiamine supports diagnosis	Immediate parenteral thiamine 500 milligrams three times daily for at least 3 to 5 days, then transition to oral thiamine; correct hypomagnesemia if present; multivitamin supplementation; do not delay treatment for diagnostic confirmation; avoid glucose administration before thiamine	Y	https://www.ncbi.nlm.nih.gov/books/NBK470344/																
Polyneuropathy	<strong>Stocking-glove distribution</strong> of numbness, tingling, and burning pain in distal extremities; diabetic patient with progressive sensory loss	Damage to multiple peripheral nerves symmetrically, typically length-dependent affecting longest axons first; most commonly axonal degeneration from metabolic, toxic, or inflammatory causes	Affects approximately 1% of adults worldwide; diabetes accounts for over 50% of cases in Western populations; prevalence increases with age	<strong>Distal symmetric sensory symptoms</strong> including numbness, tingling, burning pain, paresthesias; later stages show proximal progression, distal weakness, muscle atrophy; autonomic symptoms may include orthostatic hypotension, gastroparesis, bladder dysfunction, erectile dysfunction	<strong>Gradual onset and progressive</strong> course over months to years; symptoms begin in toes and ascend proximally; motor symptoms develop after sensory symptoms in most cases	Radiculopathy, mononeuropathy multiplex, spinal cord disease, myopathy, vitamin deficiency syndromes, peripheral vascular disease	Fasting blood glucose or hemoglobin A1C, vitamin B12 with methylmalonic acid and homocysteine, serum protein electrophoresis with immunofixation, complete blood count, comprehensive metabolic panel, thyroid-stimulating hormone; electrodiagnostic studies if diagnosis unclear or atypical features present	<strong>Treat underlying cause</strong> when identified; glycemic control for diabetic neuropathy; vitamin B12 supplementation for deficiency; <strong>neuropathic pain management</strong> with gabapentin, pregabalin, duloxetine, or tricyclic antidepressants as first-line agents; combination therapy may provide added benefit; foot care and fall prevention	N	https://www.uptodate.com/contents/overview-of-polyneuropathy																
Radiculopathy	<strong>Dermatomal pain</strong> radiating down arm or leg; neck or back pain with <strong>positive straight leg raise</strong> or Spurling test; patient holding arm overhead for relief	Compression or irritation of nerve root, most commonly from degenerative disc disease, disc herniation, or foraminal stenosis; inflammatory or infectious causes less common	Most prevalent in persons 50 to 54 years of age; cervical radiculopathy most commonly affects C7 then C6 nerve roots; lumbar radiculopathy most commonly affects L5 and S1 nerve roots	<strong>Radicular pain</strong> in dermatomal or myotomal distribution; sensory symptoms including numbness and paresthesias in specific dermatome; motor weakness in corresponding myotome; <strong>diminished deep tendon reflexes</strong> particularly triceps for cervical or ankle for lumbar; positive provocative tests including Spurling test for cervical or straight leg raise for lumbar	<strong>Acute to subacute onset</strong> over days to weeks; most cases resolve within 4 to 6 weeks regardless of treatment; persistent symptoms beyond 6 weeks warrant further evaluation	Polyneuropathy, plexopathy, peripheral nerve entrapment, referred pain from musculoskeletal sources, spinal cord compression or myelopathy	Clinical diagnosis based on history and physical examination; imaging with magnetic resonance imaging if red flags present including trauma, malignancy, infection, myelopathy, or persistent symptoms after 4 to 6 weeks; electrodiagnostic studies if peripheral neuropathy is alternate diagnosis	<strong>Reassurance</strong> that most cases resolve spontaneously; physical therapy with strengthening and stretching; nonsteroidal anti-inflammatory drugs; muscle relaxants; epidural steroid injections for persistent cases; surgery reserved for red flag symptoms or failure of conservative management after 4 to 6 weeks	Y	https://www.uptodate.com/contents/cervical-radiculopathy																
Neuropathy	Depends on pattern: <strong>focal</strong> shows single nerve involvement with localized symptoms; <strong>multifocal</strong> shows asymmetric multiple nerve involvement; <strong>symmetric distal</strong> shows stocking-glove pattern	Nerve damage from various mechanisms including axonal degeneration, demyelination, or combination; causes include metabolic, toxic, inflammatory, infectious, hereditary, or compressive etiologies	Prevalence varies by type; focal neuropathies including carpal tunnel syndrome are common; diabetic neuropathy affects approximately 206 million people worldwide	Depends on pattern: <strong>focal</strong> shows sensory and motor symptoms in single nerve distribution; <strong>multifocal</strong> shows asymmetric sensory and motor deficits in multiple nerve territories; <strong>symmetric</strong> shows distal sensory symptoms progressing proximally; autonomic symptoms may occur	Variable depending on etiology: <strong>acute</strong> onset in Guillain-Barre syndrome or toxic exposures; <strong>subacute to chronic</strong> in metabolic or hereditary causes; <strong>static</strong> in compressive neuropathies	Varies by pattern: for focal consider radiculopathy, plexopathy, central nervous system lesions; for symmetric consider polyneuropathy, myelopathy, myopathy; for multifocal consider vasculitis, diabetes, hereditary predisposition to pressure palsies	Pattern recognition guides testing: focal neuropathies may require nerve conduction studies and imaging; symmetric neuropathies require metabolic workup including glucose, vitamin B12, thyroid function, protein electrophoresis; multifocal patterns may require vasculitis workup, cerebrospinal fluid analysis	<strong>Treat underlying cause</strong>: decompression for entrapment neuropathies; immunotherapy for inflammatory neuropathies; metabolic correction for deficiency states; symptomatic pain management with gabapentin, pregabalin, duloxetine, or tricyclic antidepressants	Y	https://www.uptodate.com/contents/overview-of-peripheral-neuropathy																
Bell Palsy	<strong>Acute unilateral facial droop</strong> with inability to close eye or wrinkle forehead; patient woke up with facial weakness; may have post-auricular pain, hyperacusis, or loss of taste	Idiopathic peripheral facial nerve dysfunction; likely involves inflammation and edema causing nerve compression within facial canal; herpes simplex virus type 1 reactivation is suspected trigger	Incidence 20 to 30 per 100,000 per year; accounts for 60% to 75% of all unilateral facial palsies; affects all ages with peak incidence 15 to 45 years; equal gender distribution; associated with diabetes, hypertension, pregnancy, upper respiratory infections	<strong>Unilateral lower motor neuron facial weakness</strong> involving forehead; mouth droop with flattened nasolabial fold; <strong>inability to close eye</strong> on affected side; smoothing of brow; may have post-auricular pain, dysgeusia, hyperacusis, decreased lacrimation; no other neurologic deficits	<strong>Acute onset</strong> over 1 to 3 days; symptoms peak within first week; gradual resolution over 3 weeks to 3 months; more than two-thirds recover completely; up to 30% develop long-term sequelae including synkinesis, contracture, permanent paresis	Stroke or central nervous system lesion (forehead sparing suggests central cause), Ramsay Hunt syndrome (herpes zoster oticus), Lyme disease, otitis media with mastoiditis, sarcoidosis, Guillain-Barre syndrome (Miller-Fisher variant), tumor, multiple sclerosis, parotid malignancy	<strong>Clinical diagnosis</strong> based on history and physical examination; no laboratory or imaging required for typical presentation; consider testing for diabetes and Lyme disease if risk factors present; magnetic resonance imaging indicated for recurrent palsy, atypical features, lack of recovery at 2 to 3 months, or additional cranial nerve deficits	<strong>Prednisone 50 to 60 milligrams daily for 5 days</strong> followed by 5-day taper initiated within 3 days of symptom onset; <strong>combination therapy</strong> with valacyclovir 1 gram three times daily for 7 days or acyclovir 400 milligrams five times daily for 10 days reduces synkinesis rates; <strong>eye protection</strong> with artificial tears, lubricating ointment, eye patch or taping for incomplete eyelid closure; physical therapy for severe cases	Y	https://www.uptodate.com/contents/bell-palsy-idiopathic-facial-neuropathy																
Tension Headache	<strong>Bilateral band-like pressure</strong> around head; patient describes "tight hat" or "vice-like" sensation; no nausea or photophobia	Peripheral pain mechanisms involving pericranial muscle tenderness and central sensitization; myofascial pain from sustained muscle contraction; chronic form involves central pain processing abnormalities	Most common headache disorder affecting 38% of population; more common in men than women with ratio 1.2 to 3:1; peak prevalence ages 30 to 39 years; chronic form affects 2% to 3% of population	<strong>Bilateral nonpulsatile pressing or tightening pain</strong> of mild to moderate intensity; not aggravated by routine physical activity; may have pericranial tenderness on palpation; <strong>no nausea</strong> but may have photophobia or phonophobia (not both); duration 30 minutes to 7 days	Gradual onset developing insidiously; episodic form has at least 10 attacks in lifetime; chronic form defined as 15 or more days per month for more than 3 months	Migraine without aura, cervicogenic headache, medication overuse headache, temporomandibular joint disorder, chronic daily headache, depression with somatic symptoms	<strong>Clinical diagnosis</strong> based on history and physical examination; no imaging or laboratory testing required for typical presentation; neuroimaging indicated only if red flags present including sudden onset, neurologic deficits, age over 50 years, or atypical features	<strong>Acute treatment</strong> with nonsteroidal anti-inflammatory drugs, acetaminophen 1000 milligrams, or combination products with caffeine; <strong>preventive therapy</strong> for frequent attacks (10 or more per month) or chronic form with amitriptyline 10 to 25 milligrams nightly as first-line, followed by mirtazapine 15 to 30 milligrams or venlafaxine up to 150 milligrams daily; biofeedback and cognitive behavioral therapy; physical therapy	N	https://www.uptodate.com/contents/tension-type-headache-in-adults-pathophysiology-clinical-features-and-diagnosis																
Migraine	<strong>Unilateral throbbing headache</strong> with nausea and photophobia; patient retreats to dark quiet room; may have visual aura with scintillating scotoma or zigzag lines preceding headache	Trigeminovascular system activation with release of calcitonin gene-related peptide causing neurogenic inflammation and vasodilation; cortical spreading depression underlies aura; central sensitization of trigeminal nucleus	Affects 12% of population; second leading cause of disability worldwide; three times more common in women than men; peak prevalence ages 25 to 55 years; strong genetic component with family history in 70% to 80% of cases	<strong>Unilateral pulsating moderate to severe pain</strong> lasting 4 to 72 hours; aggravated by physical activity; <strong>nausea or vomiting</strong>; photophobia and phonophobia; may have visual, sensory, or speech aura lasting 5 to 60 minutes before headache; perimenstrual attacks common in women	Attacks develop over minutes to hours; episodic form has fewer than 15 headache days per month; chronic migraine defined as 15 or more headache days per month for more than 3 months with migraine features on at least 8 days per month	Tension headache, cluster headache, secondary headaches including subarachnoid hemorrhage or meningitis, cervicogenic headache, medication overuse headache, trigeminal neuralgia	<strong>Clinical diagnosis</strong> using International Classification of Headache Disorders criteria; neuroimaging with magnetic resonance imaging indicated for red flags including sudden onset thunderclap headache, focal neurologic signs, age over 50 years with new headache, immunosuppression, or atypical features	<strong>Acute treatment</strong> with nonsteroidal anti-inflammatory drugs, acetaminophen 1000 milligrams, or combination products with caffeine; triptans (sumatriptan, rizatriptan 10 milligrams, eletriptan 40 milligrams) for moderate to severe attacks; gepants (ubrogepant, rimegepant) or lasmiditan if triptans contraindicated; <strong>preventive therapy</strong> for 4 or more attacks per month with propranolol, topiramate, amitriptyline, calcitonin gene-related peptide monoclonal antibodies, or onabotulinumtoxinA for chronic migraine	N	https://www.uptodate.com/contents/migraine-in-adults-overview-of-acute-and-preventive-therapy																
Cluster Headache	<strong>Severe unilateral orbital pain</strong> with ipsilateral tearing and rhinorrhea; patient pacing or agitated during attack; "alarm clock headache" waking patient at same time nightly; male smoker	Hypothalamic activation with trigeminal autonomic reflex causing parasympathetic activation and sympathetic dysfunction; circadian and circannual rhythmicity suggests hypothalamic generator involvement	Rare disorder affecting 0.05% to 0.1% of population; two to three times more common in males; mean age of onset 30 years; 85% to 90% have episodic form; 10% to 15% have chronic form	<strong>Strictly unilateral severe or very severe orbital, supraorbital, or temporal pain</strong> lasting 15 to 180 minutes; <strong>ipsilateral autonomic symptoms</strong> including lacrimation, conjunctival injection, nasal congestion or rhinorrhea, eyelid edema, forehead and facial sweating, ptosis, miosis; <strong>restlessness or agitation</strong>; attacks occur every other day to 8 times per day	Attacks peak within minutes; episodic form has bouts lasting 7 days to 1 year separated by remissions of at least 3 months; chronic form has attacks for more than 1 year without remission or with remissions less than 3 months; circannual pattern with spring or autumn predominance	Migraine, trigeminal neuralgia, paroxysmal hemicrania, short-lasting unilateral neuralgiform headache attacks, secondary causes including pituitary tumor, cavernous sinus pathology, temporal arteritis	<strong>Clinical diagnosis</strong> based on International Classification of Headache Disorders criteria; <strong>neuroimaging with magnetic resonance imaging</strong> indicated for atypical features, first episode, or lack of response to treatment to exclude secondary causes	<strong>Acute treatment</strong> with high-flow oxygen 12 liters per minute for 15 minutes via non-rebreather mask; sumatriptan 6 milligrams subcutaneous injection; <strong>transitional therapy</strong> with prednisone taper or suboccipital steroid injection; <strong>preventive therapy</strong> with verapamil as first-line (start 80 milligrams three times daily, titrate to 240 to 960 milligrams daily with electrocardiogram monitoring), lithium, melatonin, topiramate; galcanezumab for episodic cluster headache	Y	https://www.uptodate.com/contents/cluster-headache-treatment-and-prognosis																
Secondary Headache	<strong>New headache</strong> with red flag features; thunderclap onset reaching maximum intensity within seconds; headache with fever and neck stiffness; headache with focal neurologic deficits; older patient with new headache and visual symptoms	Varies by etiology: vascular causes include subarachnoid hemorrhage, arterial dissection, venous thrombosis; infectious causes include meningitis, encephalitis; neoplastic causes include brain tumor, metastasis; intracranial pressure changes from idiopathic intracranial hypertension or cerebrospinal fluid leak	Accounts for minority of headache presentations but represents important diagnostic consideration; prevalence varies by setting with higher rates in emergency department; specific etiologies have variable epidemiology based on age, risk factors, comorbidities	Depends on underlying cause; <strong>red flag features</strong> include sudden onset, neurologic signs, age 50 years or older, systemic symptoms including fever, positional component, precipitation by Valsalva or exertion, papilledema, immunosuppression, cancer history, pregnancy or postpartum state	<strong>Acute or subacute onset</strong> over seconds to days; temporal relationship between headache and causative disorder; may worsen in parallel with underlying disorder; may improve with treatment of underlying cause	Primary headache disorders including migraine, tension headache, cluster headache; specific differential depends on presentation and includes stroke, infection, mass lesion, vascular malformation, medication effects	<strong>Neuroimaging</strong> with computed tomography or magnetic resonance imaging for red flags; <strong>lumbar puncture</strong> if subarachnoid hemorrhage suspected with negative imaging or if meningitis suspected; laboratory testing including erythrocyte sedimentation rate and C-reactive protein for giant cell arteritis in patients over 50 years; additional testing guided by clinical suspicion	<strong>Treat underlying cause</strong>; emergent evaluation for thunderclap headache, fever with meningismus, papilledema with altered consciousness, acute glaucoma; specific treatments vary by etiology including antibiotics for infection, anticoagulation for venous thrombosis, surgical intervention for mass lesions, corticosteroids for giant cell arteritis	Y	https://www.uptodate.com/contents/approach-to-the-patient-with-headache																
Neuromyelitis optica spectrum disorders	Bilateral optic neuritis with longitudinally extensive transverse myelitis; intractable hiccups and vomiting (area postrema syndrome); aquaporin-4 antibody positive	Autoimmune attack against aquaporin-4 water channels on astrocytes causing complement-mediated inflammation and demyelination primarily affecting optic nerves and spinal cord	More common in Asian and African descent; female predominance 9:1; mean age of onset 40 years; affects 80% aquaporin-4 antibody positive	Severe bilateral optic neuritis with poor visual recovery, longitudinally extensive transverse myelitis (3 or more vertebral segments), area postrema syndrome (intractable vomiting and hiccups), painful tonic spasms, bladder and bowel dysfunction	Relapsing course with acute attacks evolving over days; attacks can be simultaneous or sequential	Multiple sclerosis, acute disseminated encephalomyelitis, myelin oligodendrocyte glycoprotein antibody disease, sarcoidosis, systemic lupus erythematosus	Serum aquaporin-4 antibody by cell-based assay; MRI showing longitudinally extensive cord lesion (3 or more segments) or optic nerve lesion extending over half the length; CSF may show pleocytosis but typically no oligoclonal bands	Acute attacks: IV methylprednisolone or plasma exchange; Maintenance: eculizumab, inebilizumab, satralizumab, rituximab, azathioprine, mycophenolate	Y	https://www.nejm.org/doi/full/10.1056/NEJMra1904655																
Acute disseminated encephalomyelitis	Child with encephalopathy and multifocal neurologic deficits 1-2 weeks after viral infection or vaccination; large poorly demarcated white matter lesions on MRI	Post-infectious autoimmune demyelination with perivenular inflammation; molecular mimicry between infectious agents and CNS myelin antigens; all lesions of similar age unlike multiple sclerosis	Predominantly affects children; peak age 5-8 years; often follows infection (measles, varicella, influenza) or vaccination by 1-2 weeks; monophasic in most cases	Encephalopathy (required for diagnosis), fever, headache, meningismus, multifocal neurologic deficits, seizures, ataxia, optic neuritis, motor and sensory deficits; thalamic and basal ganglia involvement common	Acute onset over days; monophasic course in most; symptoms evolve over days to weeks then stabilize; recovery over weeks to months	Multiple sclerosis, neuromyelitis optica, myelin oligodendrocyte glycoprotein antibody disease, infectious encephalitis, cerebral vasculitis	MRI showing large, poorly demarcated, bilateral asymmetric white matter lesions in brain and often spinal cord; thalamic and basal ganglia involvement; CSF with mild pleocytosis and elevated protein; oligoclonal bands usually absent; myelin oligodendrocyte glycoprotein antibodies may be positive	IV methylprednisolone first-line; plasma exchange or IV immunoglobulin for non-responders; may require decompression if severe cerebral edema	Y	https://pubmed.ncbi.nlm.nih.gov/27572859																
Metachromatic leukodystrophy	Progressive spastic paraparesis, cognitive decline, and psychiatric problems in child or young adult; tigroid pattern on MRI; decreased arylsulfatase A activity	Autosomal recessive deficiency of arylsulfatase A enzyme causing accumulation of sulfatides in CNS and peripheral nervous system leading to demyelination and neurodegeneration	Late-infantile form (50-60%) onset before 30 months; juvenile form (20-40%) onset 4-16 years; adult form (10-20%) onset after 17 years; autosomal recessive	Late-infantile: hypotonia, weakness, developmental regression, peripheral neuropathy; Juvenile/adult: spastic paraparesis, cognitive decline, psychiatric symptoms, ataxia, peripheral neuropathy with slow nerve conduction velocities	Progressive deterioration over years in late-infantile form to decades in adult form; earlier onset predicts faster progression	Multiple sclerosis, adrenoleukodystrophy, Krabbe disease, other leukodystrophies, hereditary spastic paraplegia	Decreased leukocyte arylsulfatase A activity; elevated urine sulfatides; MRI showing symmetric periventricular white matter lesions with tigroid pattern; ARSA gene sequencing; nerve conduction studies showing slowed velocities	Hematopoietic stem cell transplantation or gene therapy if presymptomatic or early symptomatic; supportive care for symptomatic patients; physical and occupational therapy	N	https://www.ncbi.nlm.nih.gov/books/NBK1130																
Krabbe disease	Infantile irritability, feeding difficulty, developmental regression, and peripheral neuropathy; galactosylceramidase deficiency; psychosine accumulation	Autosomal recessive deficiency of galactosylceramidase enzyme causing toxic accumulation of psychosine leading to demyelination of CNS and peripheral nervous system	Infantile form (85% of cases) onset 0-6 months most common; late-infantile onset 6-36 months; juvenile and adult forms rare; incidence 0.3-2.6 per 100,000 live births	Infantile: extreme irritability, feeding difficulty, developmental regression, hypotonia progressing to hypertonia, seizures, vision loss, peripheral neuropathy; death by 2-4 years if untreated	Infantile form: rapid progression with death by 2-4 years; late-infantile: slower progression; earlier onset and motor symptoms predict worse prognosis	Metachromatic leukodystrophy, other leukodystrophies, mitochondrial disorders, infantile neuronal ceroid lipofuscinosis	Low galactosylceramidase activity in dried blood spot or leukocytes; elevated psychosine in dried blood spot; GALC gene sequencing; MRI showing white matter abnormalities; nerve conduction studies showing demyelinating neuropathy	Hematopoietic stem cell transplantation if presymptomatic or early symptomatic (best if done within first month of life); gene therapy under investigation; supportive care	Y	https://www.ncbi.nlm.nih.gov/books/NBK1212																
