Condition	USMLE Classic Presentation	Pathophysiology	Epidemiology	Salient Signs & Symptoms	Time Course	Differential	Diagnostics	Treatment	Never Miss	More Info																
Nummular Dermatitis	Coin-shaped (discoid) eczematous plaques on extremities; "coin-shaped itchy patches"; chronic relapsing course	Variant of atopic dermatitis with codominant type 2 and type 17 immune response; impaired epidermal barrier function; microbial colonization (often Staphylococcus aureus); spongiosis with eosinophil and neutrophil infiltration; upregulation of type 2 cytokines (interleukin-13, CCL17, CCL18) and neutrophil-attracting cytokines (interleukin-19, CXCL8)	Common chronic inflammatory skin disease; affects all ages; slight male predominance; more common in winter months; associated with dry skin, atopic dermatitis, venous insufficiency	Well-demarcated, coin-shaped (discoid), erythematous, scaly, eczematous plaques; intense pruritus; typically 1-10 cm diameter; lower extremities most common (shins, dorsal feet), also upper extremities, trunk; may have crusting, weeping, or lichenification; often multiple lesions	Chronic relapsing course; individual lesions develop over days to weeks; persist for weeks to months without treatment; may resolve with post-inflammatory hyperpigmentation; recurrences common, especially in winter	Psoriasis (thicker scale, less pruritic), tinea corporis (active scaly border, central clearing, potassium hydroxide positive), contact dermatitis, atopic dermatitis (more flexural), lichen simplex chronicus (single plaque, more lichenified)	Clinical diagnosis; potassium hydroxide preparation to exclude tinea; skin biopsy if uncertain: shows spongiosis, acanthosis, eosinophils, neutrophils; bacterial culture if secondary infection suspected	High-potency topical corticosteroids (class 1-2) twice daily for 2-4 weeks, then taper; topical calcineurin inhibitors (tacrolimus, pimecrolimus) for maintenance; emollients and moisturizers; treat secondary bacterial infection with antibiotics; severe or refractory cases: phototherapy (narrowband ultraviolet B), dupilumab, systemic immunosuppressants; address xerosis and environmental triggers	N	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10165693/																
Onychomycosis	Discolored, thickened, brittle nails with subungual debris; "thick yellow crumbly nails"; toenails more than fingernails; chronic progressive course	Fungal infection of nail plate and nail bed; dermatophytes (Trichophyton rubrum most common 70-90%), yeasts (Candida), non-dermatophyte molds; fungal invasion causes nail plate thickening, discoloration, onycholysis; keratin degradation by fungal enzymes	Affects 10% of general population, 20% of those over 60 years, 50% of those over 70 years; toenails affected more than fingernails; risk factors: older age, diabetes, peripheral arterial disease, immunosuppression, tinea pedis, trauma, family history	Distal lateral subungual onychomycosis (most common): yellow-brown discoloration starting at distal or lateral nail, subungual hyperkeratosis, onycholysis; White superficial onychomycosis: white patches on nail surface; Proximal subungual onychomycosis: white discoloration at proximal nail fold (associated with immunosuppression); nail thickening, brittleness, dystrophy; usually painless unless secondary paronychia	Chronic progressive course; develops over months to years; spreads from distal to proximal nail; may involve multiple nails; does not resolve spontaneously; 25% recurrence rate after treatment	Psoriasis (nail pitting, oil drop sign), lichen planus (longitudinal ridging, pterygium), traumatic dystrophy, onychogryphosis, melanonychia	Potassium hydroxide preparation with microscopy (sensitivity 80%); fungal culture (gold standard for species identification but high false-negative rate); periodic acid-Schiff stain of nail clipping (sensitivity 80-92%); polymerase chain reaction (highest sensitivity and specificity); confirm diagnosis before treatment	Oral terbinafine 250 mg daily for 6 weeks (fingernails) or 12 weeks (toenails) is first-line (mycologic cure 76%); alternatives: itraconazole pulse therapy 200 mg twice daily for 1 week per month for 2-3 months (fingernails) or 3-4 months (toenails); Topical therapy for mild disease: efinaconazole 10% daily, tavaborole 5% daily, ciclopirox 8% daily; nail debridement improves cure rates; monitor liver function with oral agents	N	https://www.aafp.org/pubs/afp/issues/2021/1000/p359.html																
Polyarteritis Nodosa	Systemic necrotizing vasculitis with multiple mononeuropathies, livedo reticularis, testicular pain, abdominal pain, hypertension; "medium vessel vasculitis sparing lungs and kidneys"; antineutrophil cytoplasmic antibody negative	Necrotizing inflammation of medium-sized arteries without granulomas or glomerulonephritis; may be triggered by hepatitis B virus (now rare) or remain idiopathic; vessel wall necrosis leads to aneurysm formation, thrombosis, organ ischemia	Rare; prevalence lower than other systemic vasculitides; affects all ages with peak 40-60 years; male to female ratio 1.5:1; hepatitis B association now uncommon due to vaccination; may be associated with genetic syndromes and malignancy	Constitutional symptoms: fever, weight loss, malaise; Peripheral neuropathy (75%): multiple mononeuropathies, asymmetric sensory and motor deficits; Skin (50-60%): livedo reticularis, nodules, ulcers, digital ischemia; Gastrointestinal: abdominal pain, mesenteric ischemia, hemorrhage; Renal: hypertension, renal artery aneurysms (not glomerulonephritis); Cardiac: coronary arteritis, myocardial infarction; Orchitis (rare but specific); no pulmonary involvement	Acute to subacute onset over weeks to months; progressive without treatment; life-threatening complications (mesenteric ischemia, myocardial infarction, stroke) can develop rapidly; mortality high without treatment	Microscopic polyangiitis (has glomerulonephritis, antineutrophil cytoplasmic antibody positive), granulomatosis with polyangiitis, eosinophilic granulomatosis with polyangiitis, other systemic vasculitides, cholesterol emboli syndrome	Elevated inflammatory markers (erythrocyte sedimentation rate, C-reactive protein); antineutrophil cytoplasmic antibody negative; hepatitis B surface antigen testing; Tissue biopsy of symptomatic organ (skin, muscle plus nerve, testis): necrotizing arteritis of medium vessels; Visceral angiography (mesenteric, renal): multiple microaneurysms, vessel irregularity, stenosis	Severe disease: intravenous pulse glucocorticoids (methylprednisolone 500-1000 mg daily for 3-5 days) followed by high-dose oral glucocorticoids (prednisone 1 mg/kg/day) plus cyclophosphamide; Nonsevere disease: glucocorticoids plus non-glucocorticoid immunosuppressive agents (azathioprine, methotrexate); Cutaneous polyarteritis nodosa: colchicine first-line, glucocorticoids plus azathioprine for refractory cases; Hepatitis B-associated: antivirals plus plasma exchange	Y	https://www.ncbi.nlm.nih.gov/books/NBK544253/																
Paronychia	Painful, erythematous, swollen nail fold; acute (bacterial, often Staphylococcus aureus) or chronic (Candida, irritant exposure); "red swollen cuticle with pus"	Acute: bacterial infection (Staphylococcus aureus most common) following trauma, nail biting, hangnails; abscess formation in lateral or proximal nail fold; Chronic: multifactorial with Candida colonization, irritant contact dermatitis from moisture exposure, loss of cuticle seal allows irritants and microbes to enter	Very common; acute paronychia affects all ages; chronic paronychia more common in adults with occupational wet work (dishwashers, bartenders, healthcare workers, food handlers); diabetes increases risk	Acute: sudden onset pain, erythema, warmth, swelling of nail fold; purulent drainage; may have fluctuance indicating abscess; Chronic: gradual onset erythema, swelling, tenderness of proximal and lateral nail folds; loss of cuticle; nail plate changes (transverse ridging, discoloration, onycholysis); intermittent drainage; affects multiple fingers	Acute: develops over hours to days; resolves with drainage and antibiotics over days to weeks; Chronic: develops over weeks to months; persists without treatment; improves over weeks to months with avoidance of moisture and appropriate therapy	Acute: felon, herpetic whitlow, cellulitis; Chronic: psoriasis, lichen planus, contact dermatitis, squamous cell carcinoma (if single digit, non-healing)	Acute: clinical diagnosis; culture of purulent drainage if not responding to empiric therapy; Chronic: potassium hydroxide preparation and fungal culture for Candida; bacterial culture; patch testing if contact dermatitis suspected; biopsy if concern for malignancy	Acute: warm soaks; incision and drainage if abscess present; oral antibiotics covering Staphylococcus aureus (cephalexin, dicloxacillin, clindamycin) for 5-10 days; Chronic: avoid moisture and irritants, wear cotton-lined gloves for wet work; topical antifungals (clotrimazole, ketoconazole) and topical corticosteroids; systemic antifungals (fluconazole, itraconazole) for refractory cases	N	https://www.aafp.org/pubs/afp/issues/2017/0701/p44.html																
Parvovirus Infection (Fifth Disease)	"Slapped cheek" rash in child followed by lacy reticular rash on trunk and extremities; "slapped cheeks then lace-like rash"; may have arthralgia in adults	Infection with parvovirus B19; virus targets erythroid progenitor cells via P antigen receptor; causes transient cessation of red blood cell production; immune complex-mediated rash appears as viremia clears; can cause aplastic crisis in patients with hemolytic anemias, hydrops fetalis in pregnant women	Common childhood infection; 50% of adults seropositive; peak age 5-15 years; outbreaks in schools and daycare; transmitted by respiratory droplets; incubation period 4-14 days (range 4-21 days)	Prodrome: mild fever, malaise, headache for 2-3 days; Rash phase: bright red "slapped cheek" facial erythema (pathognomonic), followed 1-4 days later by lacy reticular erythema on trunk and extremities; rash may recur with triggers (heat, exercise, stress) for weeks; Adults: polyarthralgia and arthritis (especially hands, wrists, knees) more common than rash; Complications: transient aplastic crisis in hemolytic anemias, chronic anemia in immunocompromised, hydrops fetalis in pregnancy	Prodrome 2-3 days; facial rash appears as prodrome resolves; body rash 1-4 days after facial rash; rash fades over 1-3 weeks but may recur for weeks to months; arthralgia in adults may persist for weeks to months	Rubella, measles, roseola, scarlet fever, drug eruption, Kawasaki disease, systemic lupus erythematosus (in adults with arthritis)	Clinical diagnosis in typical presentation; Serology: parvovirus B19-specific immunoglobulin M (acute infection), immunoglobulin G (past infection or immunity); Polymerase chain reaction for immunocompromised or aplastic crisis; Complete blood count: reticulocytopenia during aplastic crisis	Supportive care: antipyretics, hydration; nonsteroidal anti-inflammatory drugs for arthralgia; Immunoglobulin for chronic infection in immunocompromised; transfusion support for aplastic crisis; pregnant women with exposure require monitoring for hydrops fetalis	N	https://www.cdc.gov/parvovirusb19/about/index.html																
Pemphigus Vulgaris	Flaccid bullae and painful oral erosions; positive Nikolsky sign; "fragile blisters that break easily leaving erosions"; autoimmune blistering disease	Autoimmune disease with immunoglobulin G autoantibodies against desmoglein 3 (mucosal) and desmoglein 1 (cutaneous); antibodies disrupt keratinocyte adhesion causing acantholysis (loss of cell-cell adhesion); intraepidermal blister formation above basal layer	Rare; incidence 0.1-0.5 per 100,000 per year; peak age 40-60 years; more common in Ashkenazi Jews and people of Mediterranean descent; slight female predominance	Oral erosions (90-100%): painful, slow-healing erosions on buccal mucosa, palate, gingiva, lips; often first manifestation; Cutaneous: flaccid bullae on normal or erythematous skin that rupture easily leaving painful erosions; scalp, face, trunk, intertriginous areas; positive Nikolsky sign (lateral pressure causes blister extension or skin sloughing); may have laryngeal, esophageal, genital involvement; significant pain interferes with eating and daily activities	Chronic relapsing course; oral lesions typically precede skin lesions by weeks to months; progressive without treatment; high mortality (75-90%) before corticosteroids; now mortality 5-10% with treatment	Bullous pemphigoid (tense bullae, older patients, negative Nikolsky), mucous membrane pemphigoid, paraneoplastic pemphigus, Stevens-Johnson syndrome, toxic epidermal necrolysis, erythema multiforme, aphthous stomatitis	Direct immunofluorescence of perilesional skin: intercellular immunoglobulin G and complement C3 deposition in epidermis (fishnet or chicken-wire pattern); Indirect immunofluorescence: circulating anti-desmoglein antibodies; Enzyme-linked immunosorbent assay: anti-desmoglein 3 and anti-desmoglein 1 antibodies; Skin biopsy: suprabasal acantholysis with tombstone appearance of basal cells	Systemic corticosteroids (prednisone 1-2 mg/kg/day) are first-line; Steroid-sparing agents: rituximab (now preferred first-line adjunct), azathioprine, mycophenolate mofetil, cyclophosphamide; Adjunctive: intravenous immunoglobulin, plasmapheresis for severe refractory disease; Topical corticosteroids for oral lesions; Wound care; Pain management; Monitor for infections	Y	https://www.ncbi.nlm.nih.gov/books/NBK560860/																
Photosensitivity Disorders	Exaggerated sunburn reaction or rash in sun-exposed areas; drug-induced (thiazides, tetracyclines, fluoroquinolones) or porphyrias (blistering on hands with fragile skin); "bad sunburn from minimal sun" or "blisters on hands after sun"	Drug-induced: phototoxic (direct cellular damage from drug plus ultraviolet A) or photoallergic (immune-mediated from drug plus ultraviolet A creating hapten); Porphyrias: enzyme defects in heme synthesis pathway cause porphyrin accumulation; porphyrins absorb light (400-410 nm) generating reactive oxygen species causing skin damage	Drug-induced very common; porphyria cutanea tarda most common porphyria (1 in 10,000); variegate porphyria and hereditary coproporphyria rare; erythropoietic protoporphyria 1 in 75,000-200,000	Drug-induced phototoxic: exaggerated sunburn (erythema, edema, blistering) in sun-exposed areas within hours; Drug-induced photoallergic: eczematous eruption in sun-exposed areas, may spread beyond exposed areas; Porphyria cutanea tarda: skin fragility, blisters, erosions, milia, scarring, hypertrichosis on sun-exposed areas (dorsal hands, face); Variegate porphyria and hereditary coproporphyria: similar skin findings plus acute neurovisceral attacks; Erythropoietic protoporphyria: burning pain within minutes of sun exposure, erythema, edema	Drug-induced: develops hours (phototoxic) to days (photoallergic) after sun exposure while on medication; resolves days to weeks after drug discontinuation; Porphyria cutanea tarda: chronic course with seasonal variation (worse summer); blisters heal over weeks leaving scars; Acute porphyrias: attacks last days to weeks	Polymorphic light eruption, solar urticaria, systemic lupus erythematosus, dermatomyositis, phytophotodermatitis, sunburn, contact dermatitis	Drug-induced: clinical history of temporal relationship; photopatch testing for photoallergic; Porphyria cutanea tarda: elevated urine porphyrins (uroporphyrin, coproporphyrin), plasma fluorescence peak at 619-620 nm; Variegate porphyria: elevated fecal protoporphyrin and coproporphyrin, plasma fluorescence peak at 626 nm; Erythropoietic protoporphyria: elevated erythrocyte protoporphyrin, plasma fluorescence peak at 634 nm	Drug-induced: discontinue offending medication, sun protection, topical corticosteroids; Porphyria cutanea tarda: phlebotomy (remove 450 mL every 1-2 weeks until ferritin low-normal) or low-dose hydroxychloroquine 100 mg twice weekly; Variegate porphyria and hereditary coproporphyria: avoid triggers, heme therapy for acute attacks; Erythropoietic protoporphyria: afamelanotide (alpha-melanocyte-stimulating hormone analogue), sun protection, beta-carotene	N	https://www.ncbi.nlm.nih.gov/books/NBK519558/																
Pilar Cyst	Smooth, firm, mobile subcutaneous nodule on scalp; "scalp bump that moves"; no central punctum (unlike epidermoid cyst)	Benign cyst arising from outer root sheath of hair follicle; keratin-filled cyst without granular layer in cyst wall; autosomal dominant inheritance in some families	Common; 5-10% of population; more common in middle-aged adults; female predominance; 90% occur on scalp; often multiple; familial clustering	Smooth, firm, mobile, dome-shaped subcutaneous nodule on scalp; skin-colored; typically 0.5-5 cm; no central punctum; asymptomatic unless inflamed or ruptured; may have multiple lesions	Slow growth over months to years; stable once formed; may become inflamed or rupture with trauma; persist indefinitely without treatment	Epidermoid cyst (has central punctum, occurs on face and trunk), lipoma (softer, doughy feel), dermoid cyst, proliferating trichilemmal cyst (rapidly growing, may ulcerate)	Clinical diagnosis based on location and characteristics; excisional biopsy if diagnostic uncertainty; histopathology shows cyst lined by stratified squamous epithelium without granular layer, dense eosinophilic keratin	Observation for asymptomatic cysts; excision for cosmetic concerns, recurrent inflammation, or diagnostic uncertainty; complete excision with intact cyst wall to prevent recurrence; incision and drainage for acutely inflamed cysts followed by delayed excision	N	https://www.aafp.org/pubs/afp/issues/2007/0401/p1025.html																
Pityriasis Alba	Hypopigmented patches on face in children with darker skin; "white patches on cheeks"; associated with atopic dermatitis; more noticeable in summer	Mild chronic dermatitis with post-inflammatory hypopigmentation; reduced melanin transfer to keratinocytes; associated with atopic dermatitis in many cases; exact pathogenesis unclear; may involve Malassezia colonization	Very common in children; affects 5% of children worldwide; more common and noticeable in children with darker skin (Fitzpatrick types III-VI); peak age 3-16 years; slight male predominance	Hypopigmented, ill-defined patches with fine scale on face (especially cheeks), upper arms, trunk; typically 0.5-5 cm; minimal to no pruritus; more noticeable after sun exposure or in summer; may have associated xerosis or atopic dermatitis	Develops over weeks; individual patches persist for months to years; spontaneous resolution typical by adolescence or early adulthood; new patches may develop	Vitiligo (complete depigmentation, well-demarcated), tinea versicolor (potassium hydroxide positive, trunk distribution), post-inflammatory hypopigmentation, pityriasis lichenoides chronica, mycosis fungoides (hypopigmented variant)	Clinical diagnosis; Wood lamp examination shows enhancement of hypopigmentation; potassium hydroxide preparation negative for fungal elements; skin biopsy rarely needed: shows mild spongiosis, reduced melanin in basal layer	Reassurance that condition is benign and self-limited; emollients and moisturizers; low-potency topical corticosteroids (hydrocortisone 1%) for inflammation; topical calcineurin inhibitors (tacrolimus, pimecrolimus); sun protection to prevent contrast with surrounding skin; repigmentation occurs gradually over months	N	https://www.aad.org/public/diseases/a-z/pityriasis-alba-overview																
Pityriasis Rosea	Herald patch followed 1-2 weeks later by generalized rash in "Christmas tree" distribution along Langer lines; "herald patch then tree pattern"; self-limited	Likely viral etiology (human herpesvirus 6 and 7 reactivation); herald patch represents initial site of viral reactivation; subsequent viremia causes generalized eruption; immune response leads to rash resolution	Common; affects all ages with peak in adolescents and young adults (10-35 years); slight female predominance; more common in spring and fall; 2% of dermatology visits	Herald patch: solitary oval erythematous plaque with collarette scale, typically on trunk, 2-10 cm; Secondary eruption 1-2 weeks later: smaller oval salmon-colored papules and plaques with collarette scale on trunk and proximal extremities in "Christmas tree" distribution along Langer lines; mild pruritus in 50%; may have prodrome of malaise, headache, fever	Herald patch appears first; secondary eruption 1-2 weeks later; total duration 6-8 weeks (range 2-12 weeks); spontaneous resolution without scarring; recurrence rare (2%)	Secondary syphilis (palms and soles involved, serology positive), guttate psoriasis (no herald patch, thicker scale), nummular eczema, tinea corporis, drug eruption, viral exanthem, lichen planus	Clinical diagnosis based on herald patch and characteristic distribution; serologic testing for syphilis (rapid plasma reagin or venereal disease research laboratory) to exclude secondary syphilis; potassium hydroxide preparation if concern for tinea; skin biopsy rarely needed	Observation for mild cases (self-limited); topical corticosteroids or oral antihistamines for pruritus; oral acyclovir 800 mg five times daily for 7 days may shorten duration if started early; ultraviolet B phototherapy for severe pruritus; avoid in pregnancy (associated with spontaneous abortion in first 15 weeks)	N	https://www.aafp.org/pubs/afp/issues/2018/0101/p38.html																
Plaque Psoriasis	Well-demarcated erythematous plaques with silvery scale on extensor surfaces (elbows, knees), scalp, and sacrum; "thick scaly plaques on elbows and knees"; Auspitz sign (pinpoint bleeding when scale removed)	Immune-mediated inflammatory disease; T-helper 17 and T-helper 1 pathways drive keratinocyte hyperproliferation; genetic susceptibility (HLA-Cw6 association); environmental triggers (stress, infection, trauma, medications); epidermal hyperproliferation with shortened keratinocyte turnover (3-5 days versus normal 28 days)	Affects 2-3% of population; bimodal age distribution: peak 20-30 years and 50-60 years; equal gender distribution; more common in Caucasians; 30% have family history; 30% develop psoriatic arthritis	Well-demarcated erythematous plaques with thick silvery-white scale on extensor surfaces (elbows, knees), scalp, lower back, intergluteal cleft; Auspitz sign (pinpoint bleeding when scale removed); Koebner phenomenon (new lesions at sites of trauma); nail changes (pitting, onycholysis, oil drop sign) in 50%; pruritus variable; psoriatic arthritis in 30%	Chronic relapsing course; individual plaques develop over days to weeks; persist indefinitely without treatment; flares triggered by stress, infection, medications (beta-blockers, lithium, antimalarials), trauma	Seborrheic dermatitis (greasy scale, less well-demarcated), nummular eczema (more pruritic, less well-demarcated), tinea corporis (active border, potassium hydroxide positive), cutaneous T-cell lymphoma, pityriasis rosea, lichen planus	Clinical diagnosis; skin biopsy if uncertain: shows parakeratosis, acanthosis, elongated rete ridges, Munro microabscesses, dilated dermal capillaries; screen for psoriatic arthritis, metabolic syndrome, cardiovascular disease	Mild (less than 3% body surface area): topical corticosteroids, vitamin D analogues (calcipotriene), combination calcipotriene-betamethasone; Moderate to severe (greater than 3% body surface area or impaired quality of life): phototherapy (narrowband ultraviolet B), systemic therapy (methotrexate, cyclosporine, acitretin, apremilast), biologics (tumor necrosis factor inhibitors, interleukin-17 inhibitors, interleukin-23 inhibitors); lifestyle modifications (weight loss, smoking cessation, alcohol reduction)	N	https://www.aad.org/public/diseases/a-z/psoriasis-overview																
Polymyalgia Rheumatica	Bilateral shoulder and hip girdle pain and stiffness in patient over 50 years; "can't lift arms or get out of chair"; morning stiffness greater than 45 minutes; elevated erythrocyte sedimentation rate and C-reactive protein	Inflammatory condition of unknown etiology; synovitis and bursitis of shoulder and hip girdles; cytokine-mediated inflammation (interleukin-6, interleukin-1); genetic predisposition (HLA-DR4 association); may represent spectrum with giant cell arteritis	Incidence 50 per 100,000 in those over 50 years; almost exclusively affects those over 50 years; peak age 70-80 years; female to male ratio 2-3:1; more common in Northern European descent; 16-21% have concurrent giant cell arteritis	Bilateral shoulder and hip girdle pain and stiffness; morning stiffness greater than 45 minutes; difficulty with overhead activities, rising from chair, getting out of bed; constitutional symptoms (fatigue, malaise, low-grade fever, weight loss); no muscle weakness on examination; may have peripheral synovitis (knees, wrists) in 50%	Subacute onset over 2 weeks to 3 months; symptoms worse in morning; dramatic response to low-dose corticosteroids within 24-72 hours; relapsing course common during steroid taper; average treatment duration 1-2 years	Rheumatoid arthritis (positive rheumatoid factor and anti-cyclic citrullinated peptide, symmetric small joint involvement), rotator cuff disease, adhesive capsulitis, osteoarthritis, statin-induced myopathy, hypothyroidism, malignancy, infection	Elevated erythrocyte sedimentation rate (typically greater than 40 mm/hour) and C-reactive protein; normocytic anemia; normal creatine kinase; rheumatoid factor and anti-cyclic citrullinated peptide negative; consider temporal artery biopsy or imaging if giant cell arteritis suspected	Prednisone 12.5-25 mg daily; dramatic response within 24-72 hours confirms diagnosis; gradual taper over 12-24 months; monitor for giant cell arteritis symptoms (headache, jaw claudication, vision changes); methotrexate or tocilizumab as steroid-sparing agents; calcium and vitamin D supplementation; bone density screening	Y	https://www.aafp.org/pubs/afp/issues/2022/1000/p420.html																
Porokeratosis	Annular plaques with raised keratotic ridge and central atrophy; "ridge around the edge"; multiple variants; risk of malignant transformation	Clonal expansion of abnormal keratinocytes; defect in keratinization with formation of cornoid lamella (column of parakeratotic cells); genetic mutations in mevalonate pathway genes; triggered by ultraviolet radiation, immunosuppression	Rare; disseminated superficial actinic porokeratosis most common variant; affects adults; more common in fair-skinned individuals; increased prevalence in immunosuppressed patients; autosomal dominant inheritance in some families	Annular plaques with characteristic raised keratotic ridge (thread-like border) and central atrophy; Disseminated superficial actinic porokeratosis: multiple small lesions on sun-exposed areas (arms, legs); Linear porokeratosis: unilateral linear distribution; Porokeratosis of Mibelli: larger solitary or few lesions; asymptomatic or mildly pruritic; 7.5-11% risk of malignant transformation (squamous cell carcinoma, basal cell carcinoma)	Chronic progressive course; new lesions develop over years; individual lesions slowly enlarge; persist indefinitely; malignant transformation may occur after years to decades	Actinic keratosis, Bowen disease, superficial basal cell carcinoma, tinea corporis, granuloma annulare, lichen planus	Clinical diagnosis; dermoscopy shows double white track sign; skin biopsy shows cornoid lamella (diagnostic): column of parakeratotic cells with absent or decreased granular layer beneath; monitor for malignant transformation	Sun protection; topical therapies: 5-fluorouracil, imiquimod, retinoids, vitamin D analogues; cryotherapy; laser therapy (carbon dioxide, erbium-doped yttrium aluminum garnet); photodynamic therapy; systemic retinoids for extensive disease; regular surveillance for malignant transformation; excision of suspicious lesions	N	https://www.ncbi.nlm.nih.gov/books/NBK544364/																
Porphyria Cutanea Tarda	Skin fragility, blisters, and scarring on sun-exposed areas (dorsal hands); hypertrichosis; hyperpigmentation; "blisters on hands after sun"; associated with hepatitis C, alcohol, iron overload	Deficiency of uroporphyrinogen decarboxylase (acquired or inherited); accumulation of uroporphyrin in liver and plasma; porphyrins absorb light (400-410 nm) generating reactive oxygen species causing skin damage; susceptibility factors: hepatitis C virus (67%), alcohol, smoking, estrogens, iron overload, HFE mutations	Most common porphyria; prevalence 1 in 10,000; peak age 50-60 years; slight male predominance; 67% have hepatitis C virus infection; 80% have type I (sporadic acquired), 20% have type II (familial with UROD mutation)	Skin fragility and blistering on sun-exposed areas (dorsal hands, forearms, face); erosions and crusts; milia; scarring; hypertrichosis (especially face); hyperpigmentation; sclerodermoid changes; may have mild liver enzyme elevations; advanced fibrosis or cirrhosis in some; increased risk of hepatocellular carcinoma	Chronic course; blisters develop days after sun exposure; heal over weeks leaving scars and milia; new blisters continue to develop without treatment; remission achieved with treatment over months	Pseudoporphyria (drug-induced, dialysis-associated), variegate porphyria, hereditary coproporphyria, epidermolysis bullosa acquisita, bullous pemphigoid, bullous lupus erythematosus	Elevated urine porphyrins (uroporphyrin and 7-carboxyl porphyrin); plasma fluorescence emission peak at 619-620 nm; elevated serum ferritin; hepatitis C virus testing; liver function tests; consider liver biopsy if cirrhosis suspected; genetic testing for UROD mutations in familial cases	Phlebotomy: remove 450 mL every 1-2 weeks until serum ferritin low-normal (approximately 20 ng/mL); typically 3-8 phlebotomies; Alternative: low-dose hydroxychloroquine 100 mg twice weekly; both equally effective; treat hepatitis C virus if present; avoid alcohol, smoking, estrogens; sun protection; monitor for hepatocellular carcinoma if cirrhosis present	N	https://www.nejm.org/doi/full/10.1056/NEJMra1608634																
Post-Inflammatory Hyperpigmentation	Irregular hyperpigmented macules or patches at sites of prior inflammation or injury; "dark spots after acne or rash"; more prominent in darker skin types	Reactive hypermelanosis following inflammation or injury; increased melanin production and deposition in epidermis and/or dermis; melanocyte activation by inflammatory mediators; epidermal hyperpigmentation resolves better than dermal	Affects 65% of individuals with skin of color; 90% of cases occur in Fitzpatrick skin types III-VI; common after acne (47.4-65.3%), pseudofolliculitis barbae, atopic dermatitis, lichen planus, psoriasis; also follows procedures (chemical peels, cryotherapy, laser)	Irregular hyperpigmented macules or patches at sites of previous inflammation or trauma; tan to dark brown color; well-demarcated or diffuse; asymptomatic; face, neck, trunk, extremities depending on inciting cause; no scale or textural change	Develops days to weeks after inflammatory insult; persists for months to years; epidermal pigmentation may fade over 6-12 months; dermal pigmentation persists longer (years); chronic and unpredictable course	Melasma (symmetric facial distribution, hormonal triggers), solar lentigines (chronic sun exposure, older age), café au lait macules (present from birth or early childhood), tinea versicolor (potassium hydroxide positive)	Clinical diagnosis based on history of preceding inflammation; Wood lamp examination: epidermal pigment enhances, dermal pigment does not enhance; skin biopsy rarely needed: shows increased melanin in epidermis and/or dermis	Treat underlying inflammatory condition first; broad-spectrum sunscreen (SPF 30 or higher, iron oxide for visible light protection); First-line topical: hydroquinone 4% once or twice daily for 3 months; Triple combination therapy (fluocinolone 0.01%/hydroquinone 4%/tretinoin 0.05%) more effective than hydroquinone alone; Alternatives: tretinoin 0.1%, azelaic acid 15%, chemical peels, laser therapy	N	https://www.aafp.org/pubs/afp/issues/2023/0100/p26.html																
Post-Inflammatory Hypopigmentation	Hypopigmented patches at sites of prior inflammation; "white spots after rash heals"; more noticeable in darker skin types	Decreased melanin production and transfer to keratinocytes following inflammation; melanocyte damage or dysfunction; inflammatory mediators inhibit melanogenesis; may result from cutaneous inflammation, infectious dermatoses, or dermatologic procedures	More prominent in skin of color; common after atopic dermatitis, pityriasis alba, seborrheic dermatitis, psoriasis, tinea versicolor, laser procedures	Hypopigmented (not depigmented) patches at sites of previous inflammation; ill-defined borders; lighter than surrounding skin but not completely white; asymptomatic; distribution corresponds to prior inflammatory process	Develops weeks to months after inflammatory insult; most cases resolve spontaneously over months to years; duration depends on depth of pigment loss and underlying cause	Vitiligo (complete depigmentation, well-demarcated, progressive), tinea versicolor (potassium hydroxide positive, fine scale), pityriasis alba (facial distribution in children), idiopathic guttate hypomelanosis	Clinical diagnosis based on history of preceding inflammation; Wood lamp examination shows hypopigmentation (not complete depigmentation as in vitiligo); potassium hydroxide preparation to exclude tinea versicolor; skin biopsy if uncertain: shows reduced melanin in basal layer	Treat underlying inflammatory condition; most cases resolve spontaneously; sun protection to prevent contrast with surrounding skin; topical corticosteroids or calcineurin inhibitors for residual inflammation; phototherapy (narrowband ultraviolet B, excimer laser) may accelerate repigmentation; cosmetic camouflage	N	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9916351/																
